time, clk_1M024, rst_n_1M024, clk_16M384, rst_16M384, DAC_I, DAC_Q, DAC_bits, DAC_vld, pn_5, pn_4
                8669, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8670, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8671, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8672, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8673, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8674, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8675, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8676, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8677, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8678, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8679, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8680, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8681, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8682, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8683, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8684, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8685, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8686, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8687, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8688, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8689, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8690, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8691, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8692, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8693, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8694, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8695, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8696, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8697, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8698, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8699, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8700, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8701, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8702, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8703, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8704, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8705, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8706, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8707, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8708, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8709, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8710, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8711, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8712, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8713, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8714, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8715, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8716, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8717, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8718, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8719, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8720, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8721, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8722, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8723, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8724, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8725, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8726, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8727, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8728, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8729, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8730, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8731, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8732, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8733, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8734, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8735, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8736, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8737, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8738, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8739, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8740, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8741, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8742, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8743, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8744, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8745, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8746, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8747, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8748, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8749, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8750, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8751, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8752, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8753, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8754, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8755, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8756, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8757, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8758, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8759, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8760, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8761, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8762, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8763, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8764, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8765, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8766, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8767, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8768, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8769, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8770, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8771, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8772, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8773, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8774, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8775, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8776, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8777, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8778, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8779, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8780, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8781, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8782, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8783, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8784, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8785, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8786, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8787, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8788, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8789, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8790, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8791, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8792, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8793, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8794, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8795, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8796, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8797, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8798, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8799, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8800, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8801, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8802, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8803, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8804, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8805, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8806, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8807, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8808, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8809, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8810, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8811, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8812, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8813, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8814, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8815, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8816, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8817, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8818, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8819, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8820, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8821, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8822, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8823, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8824, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8825, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8826, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8827, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8828, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8829, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8830, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8831, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8832, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8833, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8834, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8835, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8836, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8837, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8838, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8839, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8840, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8841, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8842, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8843, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8844, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8845, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8846, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8847, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8848, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8849, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8850, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8851, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8852, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8853, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8854, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8855, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8856, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8857, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8858, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8859, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8860, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8861, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8862, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8863, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8864, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8865, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8866, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8867, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8868, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8869, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8870, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8871, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8872, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8873, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8874, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8875, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8876, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8877, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8878, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8879, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8880, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8881, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8882, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8883, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8884, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8885, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8886, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8887, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8888, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8889, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8890, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8891, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8892, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8893, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8894, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8895, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8896, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8897, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8898, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8899, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8900, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8901, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8902, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8903, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8904, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8905, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8906, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8907, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8908, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8909, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8910, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8911, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8912, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8913, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8914, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8915, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8916, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8917, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8918, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8919, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8920, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8921, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8922, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8923, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8924, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8925, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8926, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8927, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8928, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8929, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8930, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8931, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8932, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8933, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8934, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8935, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8936, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8937, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8938, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8939, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8940, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8941, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8942, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8943, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8944, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8945, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8946, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8947, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8948, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8949, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8950, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8951, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8952, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8953, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8954, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8955, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8956, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8957, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8958, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8959, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8960, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8961, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8962, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8963, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8964, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8965, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8966, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8967, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8968, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8969, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8970, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8971, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8972, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8973, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8974, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8975, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8976, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8977, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8978, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8979, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8980, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8981, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8982, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8983, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8984, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8985, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8986, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8987, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8988, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8989, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8990, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8991, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8992, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8993, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8994, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8995, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8996, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8997, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8998, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8999, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                9000, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                9001, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                9002, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                9003, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                9004, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                9005, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                9006, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                9007, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                9008, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                9009, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                9010, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                9011, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                9012, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                9013, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                9014, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                9015, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                9016, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                9017, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                9018, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                9019, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                9020, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                9021, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                9022, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                9023, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                9024, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                9025, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                9026, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
